"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0372460764903886,0.596866666666667,0.24,0.64,0.36,-0.33,-0.54
"ClusIPW",0.472807009385235,0.4532,-0.12,0.89,0.43,0.03,0.04
"addIPW",0.550364101217484,0.329433333333333,-0.43,0.54,0.2,0.03,0.7
"Oracle",0.640257944642509,0.505,0,0.63,0.32,0.32,0.63
