"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0637806632003278,0.516666666666667,0.05,0.64,0.25,-0.66,-0.31
"ClusIPW",0.601049886747019,0.499366666666667,-0.01,0.44,0.5,0.53,0.53
"addIPW",0.600467827084072,0.497633333333333,-0.02,0.79,0.33,0.45,0.26
"Oracle",0.645470492192042,0.508566666666667,0,0.63,0.32,0.32,0.63
