"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0612271884509367,0.560033333333333,0.14,0.61,0.21,-0.73,-0.18
"ClusIPW",0.473080106401639,0.4853,-0.04,0.49,-0.25,-0.11,0.83
"addIPW",0.568881092751886,0.492333333333333,-0.02,0.67,-0.09,0.48,0.56
"Oracle",0.641201503518931,0.504233333333333,0,0.63,0.32,0.32,0.63
