"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0739368208005697,0.501666666666667,0,0.48,0.17,-0.79,-0.34
"ClusIPW",0.605190980464372,0.478766666666667,-0.04,0.4,0.35,0.41,0.74
"addIPW",0.514316704377121,0.682366666666667,0.43,0.32,0.5,0.19,0.66
"Oracle",0.626438122521828,0.501633333333333,0,0.63,0.32,0.32,0.63
