"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0769390899273799,0.501,0.02,0.59,0.36,-0.68,-0.24
"ClusIPW",0.453676740711647,0.568533333333333,0.19,0.21,-0.13,0.28,0.91
"addIPW",0.600840189390237,0.4763,-0.05,0.51,0.25,0.52,0.64
"Oracle",0.62319114579075,0.494533333333333,0,0.63,0.32,0.32,0.63
