"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0101929834506499,0.477333333333333,-0.07,0.43,0.48,-0.67,-0.35
"ClusIPW",-0.0476165160920269,0.764,0.57,-0.12,-0.49,-0.43,0.48
"addIPW",0.543123088451117,0.585266666666667,0.21,0.46,0.71,0.17,0.45
"Oracle",0.623194457490748,0.502,0,0.63,0.32,0.32,0.63
