"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.111032463181794,0.558666666666667,0.14,0.58,-0.02,-0.6,-0.52
"ClusIPW",0.545843543177775,0.6342,0.34,0.73,0.18,0.3,0.49
"addIPW",0.582379805458859,0.536666666666667,0.13,0.66,0.03,0.38,0.63
"Oracle",0.620344450945769,0.4963,0,0.63,0.32,0.32,0.63
