"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0751586826483599,0.636533333333333,0.32,0.52,0.18,-0.77,-0.08
"ClusIPW",0.293015681405902,0.226833333333333,-0.6,0.03,-0.16,0.56,0.54
"addIPW",0.473464711219563,0.5643,0.15,0.31,-0.21,0.2,0.89
"Oracle",0.615587745704602,0.497733333333333,0,0.63,0.32,0.32,0.63
