"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.120821399746025,0.627833333333333,0.31,0.69,0.33,-0.47,-0.32
"ClusIPW",0.56999261915582,0.3617,-0.35,0.66,0.4,0.1,0.52
"addIPW",0.534336901593071,0.642733333333333,0.35,0.66,0.15,0.55,0.34
"Oracle",0.641066606469658,0.500566666666667,0,0.63,0.32,0.32,0.63
