"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0330041902423431,0.567133333333333,0.17,0.36,0.63,-0.61,-0.26
"ClusIPW",0.422934180415991,0.6301,0.29,0.15,0.86,0.19,0.35
"addIPW",0.44887928980465,0.624533333333333,0.31,0.59,0.68,-0.14,0.26
"Oracle",0.63079642589917,0.4946,0,0.63,0.32,0.32,0.63
