"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.138564214586768,0.650633333333333,0.38,0.56,0.37,-0.63,-0.11
"ClusIPW",0.597931056709338,0.435366666666667,-0.15,0.63,0.16,0.41,0.63
"addIPW",0.476499456235026,0.6638,0.38,0.41,0.16,-0.12,0.8
"Oracle",0.624292568111988,0.4979,0,0.63,0.32,0.32,0.63
