"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0997807423690785,0.4452,-0.15,0.67,0.44,-0.4,-0.43
"ClusIPW",0.36623550565356,0.207166666666667,-0.63,0.56,0.09,0.51,0.12
"addIPW",0.591826723621045,0.6052,0.25,0.57,0.1,0.31,0.71
"Oracle",0.644766269676039,0.503866666666667,0,0.63,0.32,0.32,0.63
