"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0465189433647319,0.511533333333333,0.03,0.62,0.26,-0.71,-0.2
"ClusIPW",0.457430721273036,0.2518,-0.55,0.62,0.45,0.18,0.26
"addIPW",0.455119739706765,0.3255,-0.42,0.29,0.22,0.77,0.32
"Oracle",0.623448474688991,0.498633333333333,0,0.63,0.32,0.32,0.63
