"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0189424141008948,0.4751,-0.07,0.62,0.17,-0.63,-0.43
"ClusIPW",0.492540827715892,0.357666666666667,-0.34,0.64,-0.2,0.11,0.64
"addIPW",0.569518457429518,0.5451,0.12,0.46,0.02,0.27,0.84
"Oracle",0.630162577016522,0.5004,0,0.63,0.32,0.32,0.63
