"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.131562252294891,0.631866666666667,0.32,0.4,-0.07,-0.77,-0.36
"ClusIPW",0.518299205435815,0.471466666666667,-0.07,0.76,-0.09,0.58,0.27
"addIPW",0.285339526710364,0.688133333333333,0.43,0.33,0.32,0.77,-0.12
"Oracle",0.647623575156736,0.5115,0,0.63,0.32,0.32,0.63
