"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0464880217335805,0.5008,-0.02,0.57,0.43,-0.6,-0.36
"ClusIPW",0.613396548510579,0.4543,-0.13,0.69,0.3,0.45,0.46
"addIPW",0.471723641255636,0.3326,-0.39,0.54,0.03,0.68,0.3
"Oracle",0.615410222181931,0.497633333333333,0,0.63,0.32,0.32,0.63
