"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.107751097558835,0.466433333333333,-0.08,0.69,0.1,-0.71,-0.1
"ClusIPW",0.573683088094577,0.402966666666667,-0.22,0.6,0.01,0.48,0.6
"addIPW",0.582500515420079,0.585166666666667,0.21,0.43,0.31,0.54,0.63
"Oracle",0.629583506743476,0.498266666666667,0,0.63,0.32,0.32,0.63
