"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0330973868737329,0.668366666666667,0.4,0.51,0.38,-0.62,-0.24
"ClusIPW",0.515168027220598,0.368066666666667,-0.31,0.35,0.3,-0.05,0.83
"addIPW",0.557938308663799,0.596033333333333,0.22,0.28,0.25,0.47,0.77
"Oracle",0.616795040698036,0.498033333333333,0,0.63,0.32,0.32,0.63
