"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0109404469058166,0.553233333333333,0.13,0.58,0.23,-0.74,-0.24
"ClusIPW",0.125002172805399,0.711733333333333,0.48,-0.48,0.48,0.25,0.48
"addIPW",0.585172947500313,0.539433333333333,0.1,0.75,0.36,0.45,0.3
"Oracle",0.625143884614492,0.496333333333333,0,0.63,0.32,0.32,0.63
