"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0770592637721274,0.430666666666667,-0.2,0.53,0.23,-0.51,-0.6
"ClusIPW",0.188515950723212,0.687466666666667,0.45,0.55,0.55,-0.43,-0.1
"addIPW",0.528194222090859,0.671766666666667,0.41,0.52,0.2,0.11,0.72
"Oracle",0.628667910331944,0.501233333333333,0,0.63,0.32,0.32,0.63
