"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.268800590127361,0.5141,0.04,0.69,0.51,-0.51,0.02
"ClusIPW",0.402925439875009,0.502966666666667,0.01,-0.01,0.81,0.21,0.54
"addIPW",0.613973499744846,0.524666666666667,0.08,0.72,0.43,0.14,0.51
"Oracle",0.625984853162488,0.499633333333333,0,0.63,0.32,0.32,0.63
