"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0808238291395576,0.524866666666667,0.04,0.65,0.34,-0.61,-0.31
"ClusIPW",0.57184391402219,0.358833333333333,-0.34,0.63,0.28,0.48,0.43
"addIPW",0.571092292144352,0.645766666666667,0.35,0.52,0.37,0.16,0.67
"Oracle",0.621982946700004,0.5006,0,0.63,0.32,0.32,0.63
