"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0480165693258594,0.4119,-0.22,0.43,0.4,-0.77,-0.13
"ClusIPW",0.495114630591432,0.3827,-0.3,0.64,0.62,-0.02,0.33
"addIPW",0.593326760470537,0.4728,-0.08,0.61,0.36,0.58,0.39
"Oracle",0.639242255128967,0.5026,0,0.63,0.32,0.32,0.63
