"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0322753389898162,0.5322,0.06,0.59,0.18,-0.66,-0.41
"ClusIPW",0.428897315916281,0.5556,0.15,0.87,0.47,0.06,-0.01
"addIPW",0.505615026345366,0.641133333333333,0.34,0.69,0.14,0.6,0.19
"Oracle",0.648783013646632,0.502766666666667,0,0.63,0.32,0.32,0.63
