"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0810739228339852,0.5524,0.14,0.66,0.28,-0.61,-0.31
"ClusIPW",0.0960994678031476,0.6712,0.42,-0.11,-0.64,0,0.64
"addIPW",0.335773371906741,0.643866666666667,0.36,0.7,0.12,-0.51,0.32
"Oracle",0.638819868222437,0.502766666666667,0,0.63,0.32,0.32,0.63
