"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.196166230067567,0.567133333333333,0.2,0.83,-0.05,-0.51,-0.08
"ClusIPW",0.617353543530158,0.5175,0.05,0.58,0.32,0.12,0.74
"addIPW",0.483827074145242,0.505033333333333,0.03,0.61,-0.32,0.19,0.7
"Oracle",0.62505872509319,0.497666666666667,0,0.63,0.32,0.32,0.63
