"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0416372470872441,0.372333333333333,-0.3,0.43,0.39,-0.58,-0.49
"ClusIPW",0.547467136521338,0.578266666666667,0.2,0.55,0.24,0.61,0.48
"addIPW",0.437242421953807,0.698266666666667,0.44,0.18,-0.09,0.59,0.65
"Oracle",0.625852671562609,0.5013,0,0.63,0.32,0.32,0.63
