"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0757689649181112,0.627333333333333,0.31,0.63,0.16,-0.68,-0.14
"ClusIPW",0.581556493455591,0.413366666666667,-0.2,0.58,0.29,0.58,0.45
"addIPW",0.568017654117015,0.431433333333333,-0.16,0.55,0.29,0.61,0.47
"Oracle",0.613742731344798,0.501866666666667,0,0.63,0.32,0.32,0.63
