"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0379594719220399,0.576733333333333,0.19,0.56,0.11,-0.71,-0.36
"ClusIPW",0.51755808824536,0.544266666666667,0.11,0.18,0.08,0.17,0.96
"addIPW",0.539915512609103,0.580233333333333,0.22,0.4,0.33,-0.03,0.83
"Oracle",0.634877931700183,0.501166666666667,0,0.63,0.32,0.32,0.63
