"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.140596853100161,0.6084,0.24,0.36,0.33,-0.6,-0.58
"ClusIPW",0.068568036469452,0.7483,0.55,-0.48,-0.1,0.06,0.68
"addIPW",0.400863269165907,0.657333333333333,0.37,0.74,0.55,-0.08,0.07
"Oracle",0.633196609539705,0.499266666666667,0,0.63,0.32,0.32,0.63
