"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0121029624387898,0.470066666666667,-0.05,0.58,0.39,-0.56,-0.43
"ClusIPW",0.387819648035438,0.430766666666667,-0.19,0.66,0.71,-0.15,0.1
"addIPW",0.45482025500509,0.565766666666667,0.16,0.48,0.32,-0.39,0.7
"Oracle",0.620690470730423,0.498133333333333,0,0.63,0.32,0.32,0.63
