"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.058511954636403,0.521066666666667,0.03,0.55,0.33,-0.47,-0.61
"ClusIPW",0.57893684122541,0.516133333333333,0.04,0.79,0.5,0.07,0.34
"addIPW",0.594260241823728,0.4701,-0.07,0.56,0.07,0.44,0.7
"Oracle",0.613263942477061,0.4908,0,0.63,0.32,0.32,0.63
