"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0365944031275682,0.5146,0.04,0.54,0.22,-0.71,-0.39
"ClusIPW",0.546523972522062,0.320333333333333,-0.44,0.52,0.47,0.03,0.57
"addIPW",0.637463774751699,0.4927,-0.02,0.68,0.43,0.25,0.54
"Oracle",0.635154031197635,0.506833333333333,0,0.63,0.32,0.32,0.63
