"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.10525255469353,0.5286,0.11,0.63,0.27,-0.69,-0.19
"ClusIPW",0.391238907630061,0.559833333333333,0.14,0.63,0.45,0.59,-0.16
"addIPW",0.599754850157937,0.511533333333333,0.04,0.74,0.18,0.44,0.48
"Oracle",0.653854206554577,0.5028,0,0.63,0.32,0.32,0.63
