"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0844124884135934,0.539866666666667,0.1,0.64,0.02,-0.58,-0.5
"ClusIPW",0.516051560137001,0.561333333333333,0.14,0.33,0.03,0.01,0.93
"addIPW",0.61782344428717,0.448133333333333,-0.15,0.49,0.41,0.14,0.74
"Oracle",0.63284075469374,0.501166666666667,0,0.63,0.32,0.32,0.63
