"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0297831231210236,0.448633333333333,-0.12,0.51,0.36,-0.69,-0.35
"ClusIPW",0.302706945518782,0.688233333333333,0.45,0.61,0.15,0.61,-0.18
"addIPW",0.570454890329394,0.487566666666667,-0.04,0.46,0.35,0.67,0.47
"Oracle",0.624039391255361,0.493366666666667,0,0.63,0.32,0.32,0.63
