"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0709138598580115,0.550266666666667,0.12,0.77,0.01,-0.55,-0.3
"ClusIPW",0.540723901289766,0.4748,-0.06,0.45,-0.09,0.63,0.63
"addIPW",0.539691622908006,0.5957,0.24,0.5,0.1,0.73,0.4
"Oracle",0.617377681583629,0.495166666666667,0,0.63,0.32,0.32,0.63
